	Date	estimate	change	upper	lower
1	2018-03-28	5.077695589135412	-0.01880046829710924	5.3581649229250035	4.791230039049636
2	2018-03-29	5.052514383580126	-0.02518120555528558	5.3067472512749685	4.780030553798218
3	2018-03-30	5.040495301730652	-0.012019081849474311	5.303674404383317	4.773434793355396
5	2018-04-01	5.079964473281917	0.03946917155126517	5.361326913173967	4.813728392560355
6	2018-04-02	5.108593532665021	0.028629059383104227	5.3804710678863135	4.826036115217579
7	2018-04-03	5.126742391531061	0.018148858866039674	5.407976136142741	4.854038171460889
8	2018-04-04	5.136502110328974	0.009759718797912598	5.40052458689156	4.854384575613187
9	2018-04-05	5.148295254126765	0.011793143797791394	5.44061257901457	4.875498797449096
10	2018-04-06	5.169589103725203	0.02129384959843783	5.450929474291182	4.871926279522205
12	2018-04-08	5.229036394631899	0.05944729090669654	5.498965646060101	4.970466402228064
13	2018-04-09	5.257554190933121	0.02851779630122131	5.541212425989949	5.006783223033077
14	2018-04-10	5.28800382420877	0.030449633275649646	5.558058490534433	5.014292928519405
15	2018-04-11	5.3247487524792	0.036744928270429966	5.5853545527790995	5.043146016700519
16	2018-04-12	5.364423340354521	0.03967458787532063	5.654889935769081	5.072831266438534
17	2018-04-13	5.395333638760614	0.030910298406093162	5.671926184757856	5.111926973055276
19	2018-04-15	5.400951567406821	0.005617928646207027	5.664888791416365	5.1418899251534285
20	2018-04-16	5.391935073060905	-0.009016494345916115	5.665119734463506	5.115093478114498
21	2018-04-17	5.395738687924856	0.00380361486395131	5.65156005878734	5.118781798664727
22	2018-04-18	5.414768622576637	0.0190299346517806	5.678599792464302	5.152530850025539
23	2018-04-19	5.434455274737035	0.019686652160397777	5.719005975910561	5.1482199136631595
24	2018-04-20	5.435106914122705	0.0006516393856701441	5.70194953768069	5.145647896914722
26	2018-04-22	5.368643840567048	-0.06646307355565728	5.6315455536656955	5.08945034499996
27	2018-04-23	5.334499733893769	-0.03414410667327861	5.6130611744540255	5.049907089725869
28	2018-04-24	5.318776710482037	-0.015723023411731596	5.579704897837302	5.0459777512071184
29	2018-04-25	5.313823132580137	-0.004953577901900097	5.598004058666746	5.043045972491715
30	2018-04-26	5.299325062131411	-0.01449807044872653	5.588591611019223	5.0367527698239645
31	2018-04-27	5.2603718240282396	-0.038953238103171195	5.520040005597771	4.983027601053452
33	2018-04-29	5.137944131078367	-0.12242769294987266	5.432888804351936	4.838561834926574
34	2018-04-30	5.090421923254662	-0.047522207823704754	5.361648548722936	4.812414829059644
35	2018-05-01	5.060463284011934	-0.02995863924272779	5.331181498906584	4.792722304375296
36	2018-05-02	5.035906646721519	-0.024556637290415573	5.317297456198261	4.763796184006587
37	2018-05-03	5.00251445913021	-0.0333921875913088	5.300088997748182	4.724063665242907
38	2018-05-04	4.956733760583104	-0.04578069854710609	5.226880882369427	4.727871654615116
40	2018-05-06	4.865460231674225	-0.09127352890887863	5.141023485501781	4.594541798408998
41	2018-05-07	4.835558895175937	-0.029901336498288522	5.098786987247593	4.567522951328774
42	2018-05-08	4.813436720463122	-0.022122174712814413	5.093785627895197	4.546722780917833
43	2018-05-09	4.794382420553368	-0.01905429990975449	5.057825437432795	4.510987707916651
44	2018-05-10	4.77997112224441	-0.014411298308957932	5.039311648894677	4.518659619551483
45	2018-05-11	4.776270182277145	-0.003700939967265171	5.0467394773526335	4.508435666013882
47	2018-05-13	4.79941673004316	0.023146547766015324	5.0906468855187725	4.528666616940966
48	2018-05-14	4.806485503376682	0.0070687733335219605	5.087207841518891	4.548905981757184
49	2018-05-15	4.8013965859384315	-0.005088917438250462	5.061594195532282	4.513951741802703
50	2018-05-16	4.793228807034709	-0.008167778903722223	5.077186270551043	4.5237505420409185
51	2018-05-17	4.79920811594693	0.005979308912221093	5.079963300999239	4.515952503762751
52	2018-05-18	4.829688218400125	0.030480102453194213	5.09030816140334	4.548700870310277
54	2018-05-20	4.923382010850281	0.09369379245015619	5.2076753222821655	4.649005251075732
55	2018-05-21	4.9507608634758	0.0273788526255192	5.230339219422373	4.674367986192069
56	2018-05-22	4.961461466865093	0.010700603389293128	5.212424985935771	4.684014800952913
57	2018-05-23	4.973295193711852	0.011833726846758985	5.24615815992444	4.686688436204466
