	Date	estimate	change	upper	lower
1	2018-03-28	5.077695589135412	-0.01880046829710924	5.350750163271245	4.792038845812497
2	2018-03-29	5.052514383580126	-0.02518120555528558	5.3435994944223335	4.778343825471988
3	2018-03-30	5.040495301730652	-0.012019081849474311	5.322770225002493	4.7692826833033894
5	2018-04-01	5.079964473281917	0.03946917155126517	5.364135337250638	4.797876195909486
6	2018-04-02	5.108593532665021	0.028629059383104227	5.410405193892201	4.82793412665994
7	2018-04-03	5.126742391531061	0.018148858866039674	5.398787589384633	4.850637899594376
8	2018-04-04	5.136502110328974	0.009759718797912598	5.403626874460075	4.872612473827541
9	2018-04-05	5.148295254126765	0.011793143797791394	5.412682311134823	4.895283170953443
10	2018-04-06	5.169589103725203	0.02129384959843783	5.449950772604046	4.897270668164531
12	2018-04-08	5.229036394631899	0.05944729090669654	5.501528041389358	4.958663217431427
13	2018-04-09	5.257554190933121	0.02851779630122131	5.534625828572132	4.993258016600821
14	2018-04-10	5.28800382420877	0.030449633275649646	5.555760466937365	5.016203238104367
15	2018-04-11	5.3247487524792	0.036744928270429966	5.598128595012452	5.038983003351825
