	Date	estimate	change	upper	lower
1	2018-03-28	28.42680512978366	0.08564462905587789	29.589979738869705	27.28214862615237
2	2018-03-29	28.37078032952105	-0.05602480026260892	29.492780437731568	27.242847520820956
3	2018-03-30	28.25115520563494	-0.11962512388610946	29.33646476163987	27.222670502519467
5	2018-04-01	28.274270039468504	0.02311483383356361	29.349123598815748	27.136230520955145
6	2018-04-02	28.4348303716918	0.16056033222329447	29.642069878252506	27.32692150386916
7	2018-04-03	28.550264793906706	0.11543442221490707	29.695035926886945	27.465758623752357
8	2018-04-04	28.52846020508278	-0.021804588823925997	29.648378884768718	27.445567984994188
9	2018-04-05	28.393977500091488	-0.13448270499129222	29.524323538045728	27.274329195481645
10	2018-04-06	28.267642108929774	-0.12633539116171377	29.397980727168587	27.08225702180304
12	2018-04-08	28.395226538428847	0.12758442949907334	29.609343739188983	27.245707784622336
13	2018-04-09	28.569933526596245	0.17470698816739727	29.72438757112608	27.474232645094236
14	2018-04-10	28.671853079603636	0.10191955300739153	29.80254403030491	27.577392760144523
15	2018-04-11	28.65499552616332	-0.016857553440317474	29.761280423985152	27.503040775922845
16	2018-04-12	28.567582301488336	-0.08741322467498236	29.69390316067955	27.45889962955487
17	2018-04-13	28.496129706721735	-0.07145259476660115	29.656360340466872	27.395977395378807
19	2018-04-15	28.531587845459246	0.03545813873751058	29.70476736271284	27.3710747881443
20	2018-04-16	28.578701393533326	0.04711354807407986	29.751129666713474	27.538127320023257
21	2018-04-17	28.610259749662777	0.03155835612945168	29.77541413679353	27.334170293658843
22	2018-04-18	28.641129938995533	0.03087018933275587	29.87117504556729	27.565524803691915
23	2018-04-19	28.68730733415409	0.046177395158558454	29.868511314960873	27.499932519413594
24	2018-04-20	28.731336490297508	0.044029156143416515	29.92892517567366	27.57443253691478
26	2018-04-22	28.676958840962925	-0.05437764933458311	29.85199676679151	27.577532133089946
27	2018-04-23	28.609366040480666	-0.06759280048225946	29.84760521147198	27.44914711888258
28	2018-04-24	28.608043224268936	-0.0013228162117293607	29.807721325391665	27.355973053758103
29	2018-04-25	28.711744426476876	0.10370120220794021	29.923614025700783	27.4968339542126
30	2018-04-26	28.870104825705884	0.15836039922900724	30.086709065328492	27.67166166633275
31	2018-04-27	28.97188927377642	0.10178444807053566	30.220889760004486	27.74935073393224
33	2018-04-29	28.786115650722436	-0.18577362305398282	30.045972685294664	27.630306352573907
34	2018-04-30	28.6376579313761	-0.1484577193463359	29.86592774265822	27.46169640411191
35	2018-05-01	28.60151813029737	-0.03613980107872905	29.852819428871175	27.382062788848895
36	2018-05-02	28.687580645864912	0.08606251556754074	29.977677059995685	27.466795663572547
37	2018-05-03	28.7945993550288	0.10701870916388856	30.06487389481999	27.606942542792183
38	2018-05-04	28.798063122307788	0.0034637672789870066	30.10065562719288	27.62444991488411
40	2018-05-06	28.46107260657262	-0.3369905157351667	29.79211514550642	27.133503994701623
41	2018-05-07	28.335167300008262	-0.12590530656435917	29.772169077548263	27.088208615034507
42	2018-05-08	28.353269039938347	0.018101739930084904	29.8172789591818	27.066832848771632
43	2018-05-09	28.47031239776184	0.11704335782349418	29.82196287062074	27.171168414217366
44	2018-05-10	28.569536753283124	0.09922435552128306	29.947226730498162	27.320236635637343
45	2018-05-11	28.562265128574552	-0.007271624708572233	30.05362740183506	27.222297615971325
47	2018-05-13	28.32159492883602	-0.2406701997385312	29.77157750183819	26.9590782088888
48	2018-05-14	28.24341797521769	-0.07817695361833188	29.62557876879239	26.86487493743174
49	2018-05-15	28.235527989330762	-0.007889985886926354	29.675461343229202	26.86832104758626
50	2018-05-16	28.262339663165726	0.0268116738349633	29.82235380134247	26.828573450854833
51	2018-05-17	28.28810780331626	0.025768140150535856	29.74860067294225	26.854311967396654
52	2018-05-18	28.313378484515265	0.025270681199003775	29.78269817045122	26.940609871437207
54	2018-05-20	28.432035010688544	0.11865652617327882	29.891862953184987	27.016997565936066
55	2018-05-21	28.495275883846865	0.06324087315832116	30.139694975702724	27.05750351014049
56	2018-05-22	28.51681287274446	0.021536988897594256	30.207646772576336	27.08904098791856
57	2018-05-23	28.511638093730983	-0.005174779013476183	30.24835159976337	27.08326366675788
58	2018-05-24	28.549073208487144	0.03743511475616046	30.165775186878363	27.00808903526289
59	2018-05-25	28.69694780439506	0.14787459590791485	30.454046989799792	27.162391699747918
61	2018-05-27	29.221207073958958	0.524259269563899	31.04736809267957	27.597380101821145
62	2018-05-28	29.39760766667595	0.17640059271699116	31.33493082369114	27.78067726860487
63	2018-05-29	29.445456637823263	0.04784897114731379	31.190514774900855	27.83672114054464
64	2018-05-30	29.440799568509508	-0.004657069313754647	31.175341049932157	27.807093433409346
65	2018-05-31	29.50942432855462	0.06862476004511109	31.469019401106088	27.853909053258324
66	2018-06-01	29.717760719121088	0.20833639056646902	31.672154715846407	28.200229744080062
68	2018-06-03	30.262232721863086	0.5444720027419976	32.210753352180475	28.4980319795206
69	2018-06-04	30.373456962544264	0.11122424068117809	32.39325646239242	28.700665764337653
70	2018-06-05	30.36771636028248	-0.005740602261784744	32.42449686802801	28.66540986134829
71	2018-06-06	30.363415161027362	-0.004301199255117183	32.46762038258848	28.663373832397188
72	2018-06-07	30.472523445817433	0.10910828479007151	32.5130167666164	28.585927150515854
73	2018-06-08	30.70650628685661	0.23398284103917533	32.8141174320474	28.811804497093153
75	2018-06-10	31.1498283363592	0.4433220495025907	33.369849634380095	29.330039494511983
76	2018-06-11	31.19549165895163	0.04566332259243211	33.23167027686547	29.453677556148907
77	2018-06-12	31.15626145541187	-0.0392302035397627	33.38391240127767	29.26061425226179
78	2018-06-13	31.118899733876514	-0.037361721535354775	33.39621434782663	29.188173813539972
79	2018-06-14	31.13287639148645	0.013976657609937604	33.34757792512435	29.142118420293546
80	2018-06-15	31.183559762765288	0.050683371278836375	33.32344412553524	29.126815662204276
82	2018-06-17	31.249240719439243	0.06568095667395468	33.662248311461624	29.137677449452646
83	2018-06-18	31.262850618358367	0.013609898919124674	33.548214607890266	29.31428524887749
84	2018-06-19	31.28787122593948	0.02502060758111213	33.71005028982079	29.20050809611884
85	2018-06-20	31.309549978960835	0.021678753021355135	33.72907473121926	29.12543807735448
86	2018-06-21	31.290181602036593	-0.019368376924241204	33.641193099994766	29.3634760346202
87	2018-06-22	31.21811591528618	-0.07206568675041325	33.74453132941596	29.0028124070971
89	2018-06-24	31.140684625174032	-0.07743129011214833	33.7034026824867	29.025943436186804
90	2018-06-25	31.25713022154109	0.11644559636705765	33.80046247134154	28.88701690131507
91	2018-06-26	31.442393150561923	0.1852629290208334	34.13254429012819	29.30775138053025
92	2018-06-27	31.58689312924243	0.144499978680507	34.2846184317094	29.14673905670816
93	2018-06-28	31.610724863737737	0.023831734495306733	34.36018626765697	29.244335812524852
94	2018-06-29	31.53834502404395	-0.07237983969378803	34.28634861792887	29.18164944772434
96	2018-07-01	31.562187636480807	0.0238426124368587	34.48640803241048	28.900482018466025
97	2018-07-02	31.77795122501737	0.2157635885365643	34.421820508681705	29.33605295070697
98	2018-07-03	32.0299135152695	0.251962290252127	34.99076829716149	29.490920173846668
99	2018-07-04	32.191603354669745	0.16168983940024617	35.01566194681196	29.684252969365467
100	2018-07-05	32.22214849092264	0.03054513625289701	35.17222002944483	29.72787214364073
101	2018-07-06	32.20074743546839	-0.021401055454255413	34.975227710105244	29.65199728926556
103	2018-07-08	32.45790850903016	0.2571610735617753	35.517817775767185	29.83799247813154
104	2018-07-09	32.75568533646262	0.2977768274324575	35.79689078079308	30.097949356407703
105	2018-07-10	33.02947388874357	0.2737885522809478	36.13685299150159	30.265947678144606
106	2018-07-11	33.18682116889195	0.15734728014838595	36.48082633165345	30.51456404168116
107	2018-07-12	33.22893933617147	0.04211816727951856	36.57095928904638	30.43099849705376
108	2018-07-13	33.23104719916391	0.0021078629924389247	36.45236743266492	30.561736170885744
110	2018-07-15	33.34912110482655	0.11807390566264075	36.792604497634784	30.497091197281534
111	2018-07-16	33.44102666608607	0.09190556125951588	36.714379975749665	30.50441954850477
112	2018-07-17	33.5046404620618	0.06361379597573347	36.92459722110852	30.57558880855956
113	2018-07-18	33.539276237284426	0.0346357752226254	37.11748284151857	30.45810146886979
114	2018-07-19	33.56669326779901	0.02741703051458444	36.99080202857668	30.462822804325867
115	2018-07-20	33.58943694019212	0.022743672393112035	37.08975135697184	30.436677106548895
117	2018-07-22	33.49296227103503	-0.09647466915708947	37.03189835928028	30.092123848943654
118	2018-07-23	33.358618711876794	-0.13434355915823915	36.95920748560036	30.01770032865936
119	2018-07-24	33.24439166272297	-0.11422704915382553	36.85247258040857	29.91889660160676
120	2018-07-25	33.22117836347221	-0.02321329925075588	36.918761125885034	29.928507439581903
121	2018-07-26	33.28831528613815	0.06713692266593796	37.11488482883182	30.01298309607548
122	2018-07-27	33.35942074517589	0.07110545903773868	37.17915899542329	29.941173743923027
124	2018-07-29	33.16634814555071	-0.1930725996251823	37.084746511761644	29.712058384231515
125	2018-07-30	32.952106966323484	-0.21424117922722274	37.18107491572565	29.48420604892481
126	2018-07-31	32.81634275404764	-0.1357642122758449	36.94337538726932	29.44487351085963
127	2018-08-01	32.829680557012196	0.013337802964557	37.04557252379392	29.02585516695096
128	2018-08-02	32.94232124320559	0.1126406861933944	37.18327243878025	29.41408155124807
129	2018-08-03	33.02773164501297	0.0854104018073798	36.97834390932737	29.596869866005324
131	2018-08-05	32.86651802943798	-0.1612136155749937	37.11303751103328	29.007484704552976
132	2018-08-06	32.764939427928525	-0.10157860150945197	37.17548877544856	28.958279707644436
133	2018-08-07	32.80290927038035	0.037969842451822444	37.237429188155836	28.949536426161103
134	2018-08-08	32.99263961573122	0.18973034535087407	37.31551257318944	29.18900352063656
135	2018-08-09	33.240110023966096	0.2474704082348751	37.76606662742081	29.49013050260139
136	2018-08-10	33.427712854937845	0.18760283097174835	37.93501650220106	29.605519719527447
138	2018-08-12	33.525621569696156	0.09790871475831153	38.28389873664261	29.46225048550853
139	2018-08-13	33.56636483746437	0.0407432677682138	38.379606957184194	29.44278005874484
140	2018-08-14	33.67627363635404	0.10990879888966987	38.33083598285402	29.469264692872706
141	2018-08-15	33.83736620045585	0.16109256410180706	38.63230233821233	29.789526315823412
142	2018-08-16	34.00354422847283	0.16617802801698645	38.860325387942	29.700814910304366
143	2018-08-17	34.15239059788086	0.14884636940802665	39.219755788662326	29.858171279343487
145	2018-08-19	34.451981053536485	0.2995904556556255	39.54325612020171	29.85620947526381
146	2018-08-20	34.59856274934003	0.14658169580354752	39.52198511277655	30.10734933196886
147	2018-08-21	34.69536645783827	0.09680370849823561	39.82254452605923	30.346019167257687
148	2018-08-22	34.72733811628967	0.03197165845140404	39.98173304428653	30.305029577837992
149	2018-08-23	34.739497738764896	0.012159622475223841	40.03026839266848	30.08971348889459
150	2018-08-24	34.81001284591561	0.07051510715071174	40.359769279277785	30.298255300880662
152	2018-08-26	35.19370948887655	0.38369664296094186	40.72225794741188	30.38498080710292
153	2018-08-27	35.346796505501196	0.15308701662464586	40.95447075831236	30.511296692887424
154	2018-08-28	35.35721094318528	0.010414437684083566	40.931984084942385	30.767855466230465
155	2018-08-29	35.24991295330659	-0.10729798987868833	41.0949320724411	30.48085388161852
156	2018-08-30	35.14159043958118	-0.1083225137254118	41.02012299854711	30.34200152592146
157	2018-08-31	35.14452221524874	0.0029317756675624196	40.94877822956264	30.414379937621447
159	2018-09-02	35.41792013760034	0.27339792235159877	41.34725424891824	30.537929692427614
160	2018-09-03	35.46509506293544	0.04717492533509926	41.66085306735319	30.421886517803333
161	2018-09-04	35.3740471895149	-0.09104787342054266	41.43988994868658	30.220353354060677
162	2018-09-05	35.22763371310967	-0.14641347640522895	41.295971861553355	30.231400289646174
163	2018-09-06	35.15890660246508	-0.0687271106445877	41.16584476369778	30.036651168880205
164	2018-09-07	35.23960569835866	0.08069909589357849	41.169447712355876	30.106360962248804
166	2018-09-09	35.59705069837309	0.3574450000144296	41.8106132691973	30.32695042296234
167	2018-09-10	35.66749085094953	0.07044015257643821	42.206128167140356	30.312868323319993
168	2018-09-11	35.64002108459072	-0.027469766358805714	42.01707548490896	30.272759659776906
169	2018-09-12	35.59222416157016	-0.04779692302056304	42.17050756776498	30.295907074788555
170	2018-09-13	35.59928638271179	0.007062221141630687	42.139508196951894	29.956579927352674
171	2018-09-14	35.6763563094782	0.07706992676641278	42.32333224073358	30.042349345448038
173	2018-09-16	35.89127182496537	0.2149155154871707	42.572497500299775	30.230613440027334
174	2018-09-17	35.99037934049594	0.0991075155305694	42.83892406439087	30.18647031465805
175	2018-09-18	36.10411251554717	0.11373317505123026	42.51401332480501	30.38854840273873
176	2018-09-19	36.23329666950988	0.12918415396271143	43.39218116835835	30.286607193682837
177	2018-09-20	36.343740908164655	0.11044423865477171	43.221172355113275	30.391384918978215
178	2018-09-21	36.40066702211016	0.05692611394550795	43.51565045243852	30.453819874563752
180	2018-09-23	36.46410898703143	0.06344196492126741	43.7844341941461	30.281732837534623
