	Date	estimate	change	upper	lower
1	2018-03-28	256.2719398279613	-0.30065122139058076	262.5366955290636	249.35864411446343
2	2018-03-29	256.3931350393381	0.12119521137680067	263.32585166382466	249.92704483178989
3	2018-03-30	256.8873376120497	0.494202572711572	263.3468650186696	250.31520323212686
5	2018-04-01	257.89654121738687	1.0092036053371771	264.01436731295377	251.0736701943682
6	2018-04-02	258.0564860214336	0.15994480404674505	264.6162464652824	251.02723912600123
7	2018-04-03	258.1396519793175	0.08316595788386394	264.7166971281693	251.85235360476668
8	2018-04-04	258.40190133907197	0.2622493597544917	264.9382576345387	252.2440610772086
9	2018-04-05	258.9561243006594	0.5542229615874135	265.88810085842033	252.46879478561806
10	2018-04-06	259.6939259029933	0.7378016023339455	266.30109815282594	252.90653218498176
12	2018-04-08	260.9647215173957	1.2707956144023456	267.5231286072842	254.0697606800451
13	2018-04-09	261.4199013431702	0.45517982577450766	268.25719821351737	255.03554098631838
14	2018-04-10	261.8976381723555	0.4777368291853463	268.6309058098502	255.5929649405338
15	2018-04-11	262.45597343237034	0.5583352600148146	269.3000026233578	255.95225551022273
16	2018-04-12	263.02551432971416	0.5695408973438134	269.6191874648973	256.7024186196043
17	2018-04-13	263.4974097933771	0.4718954636629178	270.12648757276565	256.3494213933968
19	2018-04-15	264.220590833372	0.7231810399949268	270.2982715164143	257.2418182289038
20	2018-04-16	264.72352621438887	0.5029353810168686	271.61609575928406	258.0892753317446
21	2018-04-17	265.3828896368167	0.6593634224278162	271.9833509542192	258.41485663450084
22	2018-04-18	266.06483573418694	0.6819460973702576	273.01666551833017	258.9321041962114
23	2018-04-19	266.6044189202269	0.5395831860399767	272.9911526046548	260.5130134298398
24	2018-04-20	266.9605139643771	0.35609504415020865	274.3889515966147	260.1396082503311
26	2018-04-22	267.63080101156606	0.6702870471889355	274.37132137201576	261.2482060052314
27	2018-04-23	268.12460207452716	0.49380106296109716	274.61372499919617	261.7776573563044
28	2018-04-24	268.5940085049892	0.4694064304620156	275.4064517625475	261.49199201286103
29	2018-04-25	268.8724444821707	0.27843597718151614	275.45531467304625	262.1685509448336
30	2018-04-26	268.9501104787916	0.07766599662090812	275.9641451346268	262.0554226582965
31	2018-04-27	269.0228669424194	0.07275646362779753	275.55853465575973	261.52559147032474
33	2018-04-29	269.9916100924448	0.9687431500253751	276.4390247363371	263.7298909824093
34	2018-04-30	270.79409208097417	0.8024819885293937	277.29704278746175	263.5377786826315
35	2018-05-01	271.4419783148044	0.6478862338302065	278.01685968715447	264.5406467962373
36	2018-05-02	271.7421103601535	0.3001320453491303	278.2037757876685	265.0317825299652
37	2018-05-03	271.76232318155417	0.02021282140066205	278.476099009341	265.26175709313395
38	2018-05-04	271.7553178488209	-0.007005332733285741	278.7900968131987	265.38222085319796
40	2018-05-06	272.30989778080874	0.5545799319878597	279.44461645716643	266.0930544809884
41	2018-05-07	272.7045404595884	0.39464267877963266	280.2468439661482	265.84127702234963
42	2018-05-08	272.9416218993323	0.2370814397439176	280.27991197531577	265.87524986872654
43	2018-05-09	272.9932762666672	0.051654367334890594	279.92032661974093	265.7184063960347
44	2018-05-10	272.9749052610034	-0.018371005663766482	280.3123038278743	266.20753234974717
45	2018-05-11	273.0053167986834	0.030411537679981393	280.0951305437395	266.04305838685923
47	2018-05-13	273.1183600916803	0.11304329299690608	279.6894300514223	266.13307355542963
48	2018-05-14	273.0366758333758	-0.08168425830450587	279.78861226445906	266.3099231701813
49	2018-05-15	272.90392534971414	-0.13275048366165265	279.8937079584535	265.53656740112854
50	2018-05-16	272.87176504862344	-0.03216030109069834	280.30348946082523	266.42998123495715
51	2018-05-17	273.03588193536217	0.16411688673872504	279.7368096786579	266.1102704995855
52	2018-05-18	273.33531292061343	0.2994309852512629	280.47644507945415	266.0558853225863
54	2018-05-20	273.7223090422871	0.3869961216736897	281.0397878801867	267.15166713178286
55	2018-05-21	273.7401699514334	0.017860909146293125	281.34141561740324	267.2412180023231
56	2018-05-22	273.8142703120798	0.0741003606464119	280.87660342249205	266.2991013796829
57	2018-05-23	274.04881692422424	0.2345466121444133	281.01318617998317	266.4597278254138
58	2018-05-24	274.37771026599404	0.328893341769799	282.03410375819493	267.19202836300303
59	2018-05-25	274.6204911081997	0.24278084220566143	281.8963740657452	267.2795764090722
61	2018-05-27	274.6121893501824	-0.008301758017296379	281.7167648805415	267.683078855449
62	2018-05-28	274.70336567694096	0.09117632675855702	282.312310743982	267.31292502748187
63	2018-05-29	275.12643449030196	0.4230688133609988	282.72885841313433	267.7896943209823
64	2018-05-30	275.8263477106593	0.6999132203573595	283.4485105520478	268.32756526484957
65	2018-05-31	276.52675669323406	0.7004089825747428	284.74047876095	269.29065685507203
66	2018-06-01	276.94208962768425	0.41533293445019126	284.39671220959235	269.5407535713863
68	2018-06-03	276.875088837883	-0.06700078980122726	284.4239034490227	269.3283544795844
69	2018-06-04	276.82857033286194	-0.046518505021083456	284.1149668685422	269.7331898252932
